Filename,AudioPath,ActorID,Age,Sex,Race,SentenceCode,Sentence,EmotionCode,Emotion,LevelCode,Level,meanF0,sdF0,iqrF0,confidence
1001_IEO_DIS_LO.wav,crema-d-mirror/AudioWAV/1001_IEO_DIS_LO.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,DIS,Disgust,LO,Low,228.76318069658905,7.728348692011052,2.7269440099065037,0.6431798338890076
1001_IEO_DIS_MD.wav,crema-d-mirror/AudioWAV/1001_IEO_DIS_MD.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,DIS,Disgust,MD,Medium,155.74984378055711,40.36458948112487,36.11017905155808,0.6449381709098816
1001_IEO_FEA_HI.wav,crema-d-mirror/AudioWAV/1001_IEO_FEA_HI.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,FEA,Fear,HI,High,200.2727472511545,30.618382914802858,53.84258288163787,0.6674768924713135
1001_IEO_FEA_LO.wav,crema-d-mirror/AudioWAV/1001_IEO_FEA_LO.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,FEA,Fear,LO,Low,178.7861531104446,53.08023683971786,103.81794096923821,0.6745311617851257
1001_IEO_FEA_MD.wav,crema-d-mirror/AudioWAV/1001_IEO_FEA_MD.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,FEA,Fear,MD,Medium,170.86054595044175,40.37416803366591,81.37608610854033,0.6536466479301453
1001_IEO_HAP_HI.wav,crema-d-mirror/AudioWAV/1001_IEO_HAP_HI.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,HAP,Happy,HI,High,214.4725722445898,37.84078087963868,55.9484250605783,0.6808952689170837
1001_IEO_HAP_LO.wav,crema-d-mirror/AudioWAV/1001_IEO_HAP_LO.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,HAP,Happy,LO,Low,165.7875548708132,55.055235332730796,117.84046168609814,0.6389743685722351
1001_IEO_HAP_MD.wav,crema-d-mirror/AudioWAV/1001_IEO_HAP_MD.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,HAP,Happy,MD,Medium,170.85168412741328,42.755437286024495,84.88480324512659,0.6599942445755005
1001_IEO_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_IEO_NEU_XX.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,NEU,Neutral,XX,Unspecified,195.53233151933665,75.50176254981706,160.29185249220353,0.5691347122192383
1001_IEO_SAD_HI.wav,crema-d-mirror/AudioWAV/1001_IEO_SAD_HI.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,SAD,Sad,HI,High,177.276867978531,55.91879321023929,114.14241735005524,0.6763296723365784
1001_IEO_SAD_LO.wav,crema-d-mirror/AudioWAV/1001_IEO_SAD_LO.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,SAD,Sad,LO,Low,207.46055042877038,43.09950959523456,5.314406158664184,0.6529134511947632
1001_IEO_SAD_MD.wav,crema-d-mirror/AudioWAV/1001_IEO_SAD_MD.wav,1001,51,Male,Caucasian,IEO,It's eleven o'clock,SAD,Sad,MD,Medium,192.00079110821136,60.12278437710909,119.04904648409249,0.6156967282295227
1001_IOM_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_IOM_ANG_XX.wav,1001,51,Male,Caucasian,IOM,I'm on my way to the meeting,ANG,Anger,XX,Unspecified,159.8381284017492,51.09398205026749,104.79213011650089,0.6629952192306519
1001_IOM_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_IOM_DIS_XX.wav,1001,51,Male,Caucasian,IOM,I'm on my way to the meeting,DIS,Disgust,XX,Unspecified,184.15654919245827,53.57802646177313,82.18820326790728,0.6300056576728821
1001_IOM_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_IOM_FEA_XX.wav,1001,51,Male,Caucasian,IOM,I'm on my way to the meeting,FEA,Fear,XX,Unspecified,133.40304184237496,29.21651335544497,36.021107641315695,0.7058956623077393
1001_IOM_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_IOM_HAP_XX.wav,1001,51,Male,Caucasian,IOM,I'm on my way to the meeting,HAP,Happy,XX,Unspecified,202.53766930028593,69.18058687072019,66.45926083963406,0.6638837456703186
1001_IOM_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_IOM_NEU_XX.wav,1001,51,Male,Caucasian,IOM,I'm on my way to the meeting,NEU,Neutral,XX,Unspecified,146.65925291325422,52.39713417484272,109.85749364079605,0.6806067228317261
1001_IOM_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_IOM_SAD_XX.wav,1001,51,Male,Caucasian,IOM,I'm on my way to the meeting,SAD,Sad,XX,Unspecified,151.3188724761488,54.93572482167582,119.6177021744564,0.6806009411811829
1001_ITH_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_ITH_ANG_XX.wav,1001,51,Male,Caucasian,ITH,I think I have a doctor's appointment,ANG,Anger,XX,Unspecified,178.00282371656817,45.537206089751805,89.86647335215878,0.6210877895355225
1001_ITH_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_ITH_DIS_XX.wav,1001,51,Male,Caucasian,ITH,I think I have a doctor's appointment,DIS,Disgust,XX,Unspecified,183.19614993378823,44.08200182306472,85.14141079177315,0.5797994136810303
1001_ITH_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_ITH_FEA_XX.wav,1001,51,Male,Caucasian,ITH,I think I have a doctor's appointment,FEA,Fear,XX,Unspecified,178.60058129743888,31.990646002050212,49.496215559130576,0.6527146100997925
1001_ITH_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_ITH_HAP_XX.wav,1001,51,Male,Caucasian,ITH,I think I have a doctor's appointment,HAP,Happy,XX,Unspecified,198.83946018752738,38.41541744111514,72.76351396839041,0.6328752040863037
1001_ITH_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_ITH_NEU_XX.wav,1001,51,Male,Caucasian,ITH,I think I have a doctor's appointment,NEU,Neutral,XX,Unspecified,142.9663448393349,42.677147066578826,39.45752519124599,0.6492878198623657
1001_ITH_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_ITH_SAD_XX.wav,1001,51,Male,Caucasian,ITH,I think I have a doctor's appointment,SAD,Sad,XX,Unspecified,215.75366676533946,36.97260235990969,3.692477263533334,0.6356074213981628
1001_ITS_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_ITS_ANG_XX.wav,1001,51,Male,Caucasian,ITS,I think I've seen this before,ANG,Anger,XX,Unspecified,172.57042548808423,37.46686321327573,56.60181480585442,0.6734601259231567
1001_ITS_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_ITS_DIS_XX.wav,1001,51,Male,Caucasian,ITS,I think I've seen this before,DIS,Disgust,XX,Unspecified,178.2310683158211,42.074858372869336,78.31000019319163,0.6598526835441589
1001_ITS_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_ITS_FEA_XX.wav,1001,51,Male,Caucasian,ITS,I think I've seen this before,FEA,Fear,XX,Unspecified,211.4515651602535,33.411041452571936,30.979336364070747,0.6422948837280273
1001_ITS_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_ITS_HAP_XX.wav,1001,51,Male,Caucasian,ITS,I think I've seen this before,HAP,Happy,XX,Unspecified,208.40781126266444,48.53650769862877,93.91547690771492,0.6250229477882385
1001_ITS_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_ITS_NEU_XX.wav,1001,51,Male,Caucasian,ITS,I think I've seen this before,NEU,Neutral,XX,Unspecified,169.21166435045365,51.09747600321409,109.2347170030666,0.6492956876754761
1001_ITS_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_ITS_SAD_XX.wav,1001,51,Male,Caucasian,ITS,I think I've seen this before,SAD,Sad,XX,Unspecified,204.4424282992399,51.433213310644106,59.47583378547404,0.5835334658622742
1001_IWL_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_IWL_ANG_XX.wav,1001,51,Male,Caucasian,IWL,I would like a new alarm clock,ANG,Anger,XX,Unspecified,149.937557201978,31.51288833007725,25.12914861511733,0.722694456577301
1001_IWL_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_IWL_DIS_XX.wav,1001,51,Male,Caucasian,IWL,I would like a new alarm clock,DIS,Disgust,XX,Unspecified,171.62330931857468,59.086114239470255,117.78818520709804,0.6186995506286621
1001_IWL_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_IWL_FEA_XX.wav,1001,51,Male,Caucasian,IWL,I would like a new alarm clock,FEA,Fear,XX,Unspecified,199.21637232348152,29.66715533201919,33.07673590662142,0.654430627822876
1001_IWL_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_IWL_HAP_XX.wav,1001,51,Male,Caucasian,IWL,I would like a new alarm clock,HAP,Happy,XX,Unspecified,203.14094355835027,32.119721882816904,47.711928121963496,0.6912081241607666
1001_IWL_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_IWL_NEU_XX.wav,1001,51,Male,Caucasian,IWL,I would like a new alarm clock,NEU,Neutral,XX,Unspecified,147.48378016557868,42.77815565110706,35.63237825113798,0.6941303014755249
1001_IWL_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_IWL_SAD_XX.wav,1001,51,Male,Caucasian,IWL,I would like a new alarm clock,SAD,Sad,XX,Unspecified,177.8846449862093,57.75053498743162,114.86059048507065,0.6534992456436157
1001_IWW_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_IWW_ANG_XX.wav,1001,51,Male,Caucasian,IWW,I wonder what this is about,ANG,Anger,XX,Unspecified,181.91078530892173,44.913697357120476,82.12060409858572,0.6300048828125
1001_IWW_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_IWW_DIS_XX.wav,1001,51,Male,Caucasian,IWW,I wonder what this is about,DIS,Disgust,XX,Unspecified,159.00254961728808,45.07691521412464,107.25578321145449,0.6353251934051514
1001_IWW_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_IWW_FEA_XX.wav,1001,51,Male,Caucasian,IWW,I wonder what this is about,FEA,Fear,XX,Unspecified,176.79828450327,40.466938038984864,76.51557606314202,0.6612045168876648
1001_IWW_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_IWW_HAP_XX.wav,1001,51,Male,Caucasian,IWW,I wonder what this is about,HAP,Happy,XX,Unspecified,184.31414272762981,49.8800522697034,87.56896346723681,0.6797119379043579
1001_IWW_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_IWW_NEU_XX.wav,1001,51,Male,Caucasian,IWW,I wonder what this is about,NEU,Neutral,XX,Unspecified,155.5167075769725,44.25534203189603,76.0037938136932,0.6639978885650635
1001_IWW_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_IWW_SAD_XX.wav,1001,51,Male,Caucasian,IWW,I wonder what this is about,SAD,Sad,XX,Unspecified,134.8101701467122,48.19821184372681,72.94811165175342,0.6577986478805542
1001_MTI_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_MTI_ANG_XX.wav,1001,51,Male,Caucasian,MTI,Maybe tomorrow it will be cold,ANG,Anger,XX,Unspecified,147.03908266443202,51.01650934235845,25.764990649225098,0.6976833939552307
1001_MTI_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_MTI_DIS_XX.wav,1001,51,Male,Caucasian,MTI,Maybe tomorrow it will be cold,DIS,Disgust,XX,Unspecified,150.82454095191372,53.994104056107716,116.47469771453882,0.6723179221153259
1001_MTI_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_MTI_FEA_XX.wav,1001,51,Male,Caucasian,MTI,Maybe tomorrow it will be cold,FEA,Fear,XX,Unspecified,180.84333340352038,34.11028043364414,64.01919563450446,0.6629026532173157
1001_MTI_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_MTI_HAP_XX.wav,1001,51,Male,Caucasian,MTI,Maybe tomorrow it will be cold,HAP,Happy,XX,Unspecified,215.05673443002829,47.649271256025294,59.65500561418122,0.6441823244094849
1001_MTI_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_MTI_NEU_XX.wav,1001,51,Male,Caucasian,MTI,Maybe tomorrow it will be cold,NEU,Neutral,XX,Unspecified,142.0064557249832,39.3061459348597,29.456181897633883,0.6580734848976135
1001_MTI_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_MTI_SAD_XX.wav,1001,51,Male,Caucasian,MTI,Maybe tomorrow it will be cold,SAD,Sad,XX,Unspecified,166.19253765589465,61.77809066258832,121.0417970001908,0.677997887134552
1001_TAI_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_TAI_ANG_XX.wav,1001,51,Male,Caucasian,TAI,The airplane is almost full,ANG,Anger,XX,Unspecified,155.4710625219086,34.34133762991751,25.166564340259356,0.6579484939575195
1001_TAI_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_TAI_DIS_XX.wav,1001,51,Male,Caucasian,TAI,The airplane is almost full,DIS,Disgust,XX,Unspecified,155.39622775999055,48.85540603456495,95.6619550842318,0.6409552097320557
1001_TAI_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_TAI_FEA_XX.wav,1001,51,Male,Caucasian,TAI,The airplane is almost full,FEA,Fear,XX,Unspecified,203.7860064234688,27.89558748511809,43.837205325380836,0.6801433563232422
1001_TAI_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_TAI_HAP_XX.wav,1001,51,Male,Caucasian,TAI,The airplane is almost full,HAP,Happy,XX,Unspecified,157.48673199270533,35.171992006380314,46.068430204224995,0.6729024052619934
1001_TAI_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_TAI_NEU_XX.wav,1001,51,Male,Caucasian,TAI,The airplane is almost full,NEU,Neutral,XX,Unspecified,196.13180674908065,71.30360484701473,117.98234101172008,0.6605156660079956
1001_TAI_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_TAI_SAD_XX.wav,1001,51,Male,Caucasian,TAI,The airplane is almost full,SAD,Sad,XX,Unspecified,138.3220735665437,49.365118694311924,70.1838504392525,0.6258847117424011
1001_TIE_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_TIE_ANG_XX.wav,1001,51,Male,Caucasian,TIE,That is exactly what happened,ANG,Anger,XX,Unspecified,133.7084532140397,50.875995117105674,46.37810188723513,0.6928820610046387
1001_TIE_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_TIE_DIS_XX.wav,1001,51,Male,Caucasian,TIE,That is exactly what happened,DIS,Disgust,XX,Unspecified,162.54383763622434,43.60183493909364,24.73791015283018,0.7051637172698975
1001_TIE_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_TIE_FEA_XX.wav,1001,51,Male,Caucasian,TIE,That is exactly what happened,FEA,Fear,XX,Unspecified,176.25831873008678,40.04810138977828,64.11003888063351,0.6269449591636658
1001_TIE_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_TIE_HAP_XX.wav,1001,51,Male,Caucasian,TIE,That is exactly what happened,HAP,Happy,XX,Unspecified,182.46631399912656,36.40600261223691,34.75181560411474,0.6449833512306213
1001_TIE_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_TIE_NEU_XX.wav,1001,51,Male,Caucasian,TIE,That is exactly what happened,NEU,Neutral,XX,Unspecified,152.66312634367694,50.92946623647018,104.06296691345531,0.6379738450050354
1001_TIE_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_TIE_SAD_XX.wav,1001,51,Male,Caucasian,TIE,That is exactly what happened,SAD,Sad,XX,Unspecified,169.14912272512308,59.16588269011837,129.33031622502176,0.640110194683075
1001_TSI_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_TSI_ANG_XX.wav,1001,51,Male,Caucasian,TSI,The surface is slick,ANG,Anger,XX,Unspecified,173.73474189210881,27.52446106461802,28.487596819011344,0.7370964884757996
1001_TSI_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_TSI_DIS_XX.wav,1001,51,Male,Caucasian,TSI,The surface is slick,DIS,Disgust,XX,Unspecified,165.92248944215095,43.31738802875185,78.8488951002567,0.6736959218978882
1001_TSI_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_TSI_FEA_XX.wav,1001,51,Male,Caucasian,TSI,The surface is slick,FEA,Fear,XX,Unspecified,248.8260648959586,33.59463166759081,47.31329090697989,0.6626296639442444
1001_TSI_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_TSI_HAP_XX.wav,1001,51,Male,Caucasian,TSI,The surface is slick,HAP,Happy,XX,Unspecified,211.19626684307838,37.791925607388464,51.88704045880553,0.659907877445221
1001_TSI_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_TSI_NEU_XX.wav,1001,51,Male,Caucasian,TSI,The surface is slick,NEU,Neutral,XX,Unspecified,186.20738565605305,36.59867424281582,73.11273447810584,0.6731025576591492
1001_TSI_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_TSI_SAD_XX.wav,1001,51,Male,Caucasian,TSI,The surface is slick,SAD,Sad,XX,Unspecified,204.27968775147136,42.452444595922984,22.95504710166969,0.603310227394104
1001_WSI_ANG_XX.wav,crema-d-mirror/AudioWAV/1001_WSI_ANG_XX.wav,1001,51,Male,Caucasian,WSI,We'll stop in a couple of minutes,ANG,Anger,XX,Unspecified,144.25367803358833,27.41972719738829,34.05016252283971,0.6478446125984192
1001_WSI_DIS_XX.wav,crema-d-mirror/AudioWAV/1001_WSI_DIS_XX.wav,1001,51,Male,Caucasian,WSI,We'll stop in a couple of minutes,DIS,Disgust,XX,Unspecified,175.2236205489687,46.277705854824866,94.61731252383234,0.6177808046340942
1001_WSI_FEA_XX.wav,crema-d-mirror/AudioWAV/1001_WSI_FEA_XX.wav,1001,51,Male,Caucasian,WSI,We'll stop in a couple of minutes,FEA,Fear,XX,Unspecified,225.7192845077832,16.638518102362763,10.630703016649875,0.6712056994438171
1001_WSI_HAP_XX.wav,crema-d-mirror/AudioWAV/1001_WSI_HAP_XX.wav,1001,51,Male,Caucasian,WSI,We'll stop in a couple of minutes,HAP,Happy,XX,Unspecified,186.47424103896626,31.808527061420968,56.3419130750471,0.6716356873512268
1001_WSI_NEU_XX.wav,crema-d-mirror/AudioWAV/1001_WSI_NEU_XX.wav,1001,51,Male,Caucasian,WSI,We'll stop in a couple of minutes,NEU,Neutral,XX,Unspecified,143.5138553353271,45.26928365012752,40.25254356761718,0.6401280760765076
1001_WSI_SAD_XX.wav,crema-d-mirror/AudioWAV/1001_WSI_SAD_XX.wav,1001,51,Male,Caucasian,WSI,We'll stop in a couple of minutes,SAD,Sad,XX,Unspecified,174.8568956639208,46.48149474803219,71.76007622811633,0.587463915348053
1002_DFA_ANG_XX.wav,crema-d-mirror/AudioWAV/1002_DFA_ANG_XX.wav,1002,21,Female,Caucasian,DFA,Don't forget a jacket,ANG,Anger,XX,Unspecified,357.5486266607295,101.87922652319335,68.94151466974296,0.6386123299598694
1002_DFA_DIS_XX.wav,crema-d-mirror/AudioWAV/1002_DFA_DIS_XX.wav,1002,21,Female,Caucasian,DFA,Don't forget a jacket,DIS,Disgust,XX,Unspecified,214.9601461374937,76.79809586533825,57.09476168075784,0.6090782880783081
1002_DFA_FEA_XX.wav,crema-d-mirror/AudioWAV/1002_DFA_FEA_XX.wav,1002,21,Female,Caucasian,DFA,Don't forget a jacket,FEA,Fear,XX,Unspecified,325.57042393195525,57.45666918163549,97.67169012954378,0.7112431526184082
1002_DFA_HAP_XX.wav,crema-d-mirror/AudioWAV/1002_DFA_HAP_XX.wav,1002,21,Female,Caucasian,DFA,Don't forget a jacket,HAP,Happy,XX,Unspecified,312.26113701079777,75.90947639925821,123.58388508031189,0.6906175017356873
1002_DFA_NEU_XX.wav,crema-d-mirror/AudioWAV/1002_DFA_NEU_XX.wav,1002,21,Female,Caucasian,DFA,Don't forget a jacket,NEU,Neutral,XX,Unspecified,217.73467666456006,37.62301315207714,45.531906904251656,0.6827531456947327
1002_DFA_SAD_XX.wav,crema-d-mirror/AudioWAV/1002_DFA_SAD_XX.wav,1002,21,Female,Caucasian,DFA,Don't forget a jacket,SAD,Sad,XX,Unspecified,212.54611972024074,17.445479878081468,22.498870128986653,0.6757644414901733
1002_IEO_ANG_HI.wav,crema-d-mirror/AudioWAV/1002_IEO_ANG_HI.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,ANG,Anger,HI,High,242.8235864339292,89.15525302986939,16.383214302470236,0.6869711875915527
1002_IEO_ANG_LO.wav,crema-d-mirror/AudioWAV/1002_IEO_ANG_LO.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,ANG,Anger,LO,Low,333.21359854068174,109.0783077482335,192.47635591556343,0.6813203692436218
1002_IEO_ANG_MD.wav,crema-d-mirror/AudioWAV/1002_IEO_ANG_MD.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,ANG,Anger,MD,Medium,322.911703887818,120.70859213951238,82.63534741177793,0.6335087418556213
1002_IEO_DIS_HI.wav,crema-d-mirror/AudioWAV/1002_IEO_DIS_HI.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,DIS,Disgust,HI,High,184.20995809448092,26.31669338521337,12.70311911958106,0.6787602305412292
1002_IEO_DIS_LO.wav,crema-d-mirror/AudioWAV/1002_IEO_DIS_LO.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,DIS,Disgust,LO,Low,212.14709007364624,38.865694208487156,52.19947928281903,0.6984017491340637
1002_IEO_DIS_MD.wav,crema-d-mirror/AudioWAV/1002_IEO_DIS_MD.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,DIS,Disgust,MD,Medium,364.93703560874314,171.09929014468065,272.2663077772756,0.6757981777191162
1002_IEO_FEA_HI.wav,crema-d-mirror/AudioWAV/1002_IEO_FEA_HI.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,FEA,Fear,HI,High,291.7002724213605,123.8853106622396,92.01333177165006,0.6979697942733765
1002_IEO_FEA_LO.wav,crema-d-mirror/AudioWAV/1002_IEO_FEA_LO.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,FEA,Fear,LO,Low,234.30091268641186,39.31036705871957,65.31946274569475,0.6878462433815002
1002_IEO_FEA_MD.wav,crema-d-mirror/AudioWAV/1002_IEO_FEA_MD.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,FEA,Fear,MD,Medium,205.91232947689195,28.022730836027065,10.732621496710806,0.7288356423377991
1002_IEO_HAP_HI.wav,crema-d-mirror/AudioWAV/1002_IEO_HAP_HI.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,HAP,Happy,HI,High,241.6790258211894,37.53382698475577,44.47636498316669,0.69001704454422
1002_IEO_HAP_LO.wav,crema-d-mirror/AudioWAV/1002_IEO_HAP_LO.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,HAP,Happy,LO,Low,217.4157436543291,27.147693689838555,11.670968405274465,0.7021592855453491
1002_IEO_HAP_MD.wav,crema-d-mirror/AudioWAV/1002_IEO_HAP_MD.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,HAP,Happy,MD,Medium,209.6676814736799,42.31954791766335,78.22577430917903,0.6672348380088806
1002_IEO_NEU_XX.wav,crema-d-mirror/AudioWAV/1002_IEO_NEU_XX.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,NEU,Neutral,XX,Unspecified,227.011107127995,32.52357363502341,42.79061445139581,0.6748405694961548
1002_IEO_SAD_HI.wav,crema-d-mirror/AudioWAV/1002_IEO_SAD_HI.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,SAD,Sad,HI,High,222.8345499210902,27.133472052409658,20.03789890385076,0.6585789322853088
1002_IEO_SAD_LO.wav,crema-d-mirror/AudioWAV/1002_IEO_SAD_LO.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,SAD,Sad,LO,Low,202.2697324189323,24.905137964222835,16.86919029148774,0.6989812850952148
1002_IEO_SAD_MD.wav,crema-d-mirror/AudioWAV/1002_IEO_SAD_MD.wav,1002,21,Female,Caucasian,IEO,It's eleven o'clock,SAD,Sad,MD,Medium,202.84863606687443,30.933284147778178,34.687341819708195,0.6905840039253235
1002_IOM_ANG_XX.wav,crema-d-mirror/AudioWAV/1002_IOM_ANG_XX.wav,1002,21,Female,Caucasian,IOM,I'm on my way to the meeting,ANG,Anger,XX,Unspecified,302.4973121830075,70.76781315353097,96.64411594035232,0.7083385586738586
1002_IOM_DIS_XX.wav,crema-d-mirror/AudioWAV/1002_IOM_DIS_XX.wav,1002,21,Female,Caucasian,IOM,I'm on my way to the meeting,DIS,Disgust,XX,Unspecified,208.5668723970009,34.171131010219156,39.950891910099585,0.7410941123962402
1002_IOM_FEA_XX.wav,crema-d-mirror/AudioWAV/1002_IOM_FEA_XX.wav,1002,21,Female,Caucasian,IOM,I'm on my way to the meeting,FEA,Fear,XX,Unspecified,236.23146235755897,39.49496521524044,52.783649386820514,0.7784730195999146
1002_IOM_HAP_XX.wav,crema-d-mirror/AudioWAV/1002_IOM_HAP_XX.wav,1002,21,Female,Caucasian,IOM,I'm on my way to the meeting,HAP,Happy,XX,Unspecified,227.97719491702685,32.855500446752835,28.156470635929452,0.757990837097168
